Year;Month;Day;Hour;Az;hs;G_Bn;G_Dh;G_Gh;Ta;Tsky;N;FF;DD;RH;p
2005;2;57;14;18.3;51.5;269;368;637;20.7;5.1;5;1;145;59;1011
2005;2;57;15;38.4;45.1;570;177;747;21.9;3.6;0;1.3;97;56;1011
2005;2;57;16;53.4;35.5;338;173;511;22.3;5.5;0;2;127;56;1011
2005;2;57;17;64.4;24.1;180;153;333;22;6.1;3;1.8;231;57;1012
2005;2;57;18;73.1;11.8;0;42;42;20.8;11.7;2;2;115;63;1012
2005;2;57;19;80.3;0;0;1;1;19.6;11.5;2;3.6;146;70;1012
2005;2;57;20;87.3;0;0;0;0;19;12;2;3;139;78;1012
2005;2;57;21;94.4;0;0;0;0;18.5;11.3;2;2;142;79;1012
2005;2;57;22;103;0;0;0;0;17.8;10.5;2;2.8;152;80;1012
2005;2;57;23;114.4;0;0;0;0;17.1;10.2;2;1.8;163;85;1013
2005;2;57;24;134.1;0;0;0;0;16.5;9.9;2;1.5;86;89;1013
2005;2;58;1;-169.6;0;0;0;0;16;9.1;2;1.3;75;90;1013
2005;2;58;2;-148.3;0;0;0;0;15.5;8.8;2;1.3;103;93;1013
2005;2;58;3;-122.4;0;0;0;0;14.9;8.3;2;2.2;144;95;1013
2005;2;58;4;-108.1;0;0;0;0;14.7;7.7;2;1.5;95;95;1014
2005;2;58;5;-98.4;0;0;0;0;14.4;7.2;2;2.6;12;95;1014
2005;2;58;6;-90.6;0;0;0;0;14.3;7.4;2;2;18;100;1014
2005;2;58;7;-84;0;0;0;0;14.1;6.7;2;2.4;35;98;1014
2005;2;58;8;-77;6.1;0;29;29;14.8;6.9;2;1.6;350;95;1014
2005;2;58;9;-69;18.8;134;126;260;17.8;6.1;2;1.1;348;82;1014
2005;2;58;10;-59.2;30.7;374;100;474;20.4;5.5;0;1.3;312;68;1015
2005;2;58;11;-46.3;41.3;533;119;652;22.7;5.9;0;1.6;91;59;1015
2005;2;58;12;-28.4;49.4;628;143;771;24.7;5.7;0;2;40;50;1015
2005;2;58;13;-5.4;53.4;683;146;829;26.3;6;0;2;89;46;1015
2005;2;58;14;18.5;51.9;669;140;810;27.3;6.9;0;2.4;167;45;1015
2005;2;58;15;39;45.4;550;156;707;27.8;7.7;0;2.4;249;45;1015
2005;2;58;16;53.6;35.7;422;128;550;27.7;8;0;2;148;44;1015
2005;2;58;17;64.6;24.3;227;116;343;26.7;9.2;0;3.3;180;49;1014
2005;2;58;18;73.3;11.9;75;62;137;25.3;10.5;0;3.6;254;54;1014
2005;2;58;19;80.5;0;0;2;2;23.6;10.4;1;3;137;61;1014
2005;2;58;20;87.5;0;0;0;0;23.1;10.7;1;3.8;327;66;1014
2005;2;58;21;94.6;0;0;0;0;22.5;11.5;2;3.3;351;73;1014
2005;2;58;22;103.3;0;0;0;0;21.9;11;2;4;9;73;1014
2005;2;58;23;115.1;0;0;0;0;21.3;10.2;2;4.8;3;72;1013
2005;2;58;24;134.4;0;0;0;0;20.7;10.4;3;4;65;76;1013
2005;2;59;1;-170.1;0;0;0;0;20.1;9.5;3;4.5;313;74;1013
2005;2;59;2;-148.5;0;0;0;0;19.5;9.8;4;5.6;14;79;1013
2005;2;59;3;-123.1;0;0;0;0;18.8;9.3;4;5.9;351;80;1013
2005;2;59;4;-108.4;0;0;0;0;18.6;9.7;5;5.9;9;84;1013
2005;2;59;5;-98.6;0;0;0;0;18.2;9.6;5;5.2;54;85;1012
2005;2;59;6;-91.2;0;0;0;0;17.9;10.8;5;4;64;95;1012
2005;2;59;7;-84.2;0;0;0;0;17.6;11.2;6;5.6;156;100;1012
2005;2;59;8;-77.2;6.3;0;27;27;18.3;12.1;6;5.9;166;100;1012
2005;2;59;9;-69.2;19;44;140;184;20;13;7;5.2;140;97;1012
2005;2;59;10;-59.4;31;64;262;326;21.7;12.5;7;4;139;85;1012
2005;2;59;11;-46.4;41.6;151;323;474;23.4;12.5;6;2.6;76;78;1011
2005;2;59;12;-28.5;49.8;134;408;542;24.7;12.8;7;1.6;162;70;1011
2005;2;59;13;-5.4;53.8;154;415;568;25.7;13.3;7;1;107;67;1011
2005;2;59;14;18.6;52.2;171;402;573;26.4;13.3;7;1.1;152;64;1011
2005;2;59;15;39.3;45.7;136;375;511;26.6;12.7;7;0.8;264;60;1011
2005;2;59;16;54.2;36;120;278;398;26.5;13.1;6;0.4;227;60;1011
2005;2;59;17;65.2;24.5;78;200;278;26.1;13;6;1.1;250;62;1011
2005;2;59;18;73.5;12.1;17;87;104;25;13.9;6;0.8;105;64;1011
2005;2;59;19;81.2;0;0;1;1;23.8;13.6;6;1;137;70;1011
2005;2;59;20;88.1;0;0;0;0;23.1;14.3;6;1.5;58;78;1010
2005;2;59;21;95.2;0;0;0;0;22.4;13.9;6;2;166;80;1010
2005;2;59;22;103.6;0;0;0;0;21.7;13.3;6;1.8;112;82;1010
2005;2;59;23;115.5;0;0;0;0;21;12.8;6;2.8;49;83;1010
2005;2;59;24;135.2;0;0;0;0;20.4;13.1;6;2.6;99;90;1010
2005;3;60;1;-170.3;0;0;0;0;19.1;12;8;3;97;85;1011
2005;3;60;2;-149.1;0;0;0;0;19;11.8;8;2.1;78;85;1011
2005;3;60;3;-123.4;0;0;0;0;18.6;11.4;8;1.5;42;85;1011
2005;3;60;4;-109.1;0;0;0;0;18.4;11.2;8;1.5;356;85;1010
2005;3;60;5;-99.2;0;0;0;0;18.1;10.8;8;1.5;1;85;1010
2005;3;60;6;-91.4;0;0;0;0;17.9;10.6;8;1.5;141;85;1010
2005;3;60;7;-84.4;0;0;0;0;17.9;10.7;8;1.3;139;86;1010
2005;3;60;8;-77.4;6.5;3;41;44;18.4;11.5;8;1.5;129;87;1010
2005;3;60;9;-69.4;19.2;19;141;159;19.4;10.7;8;2.6;96;81;1010
2005;3;60;10;-59.6;31.2;25;237;263;20.5;11.7;8;1.8;66;81;1010
2005;3;60;11;-47;41.9;27;311;337;21.5;12.8;8;2.6;55;81;1010
2005;3;60;12;-29.1;50.1;41;366;406;22.4;13.6;8;2.6;137;81;1010
2005;3;60;13;-5.4;54.1;55;387;443;23.2;11.2;8;3.5;221;63;1010
2005;3;60;14;19.1;52.6;74;376;450;23.7;13.9;8;4.7;194;76;1010
2005;3;60;15;39.5;46;20;326;346;24;12.2;8;4.1;148;60;1010
2005;3;60;16;54.4;36.2;20;261;281;23.9;14.9;8;2.1;201;75;1010
2005;3;60;17;65.4;24.7;12;176;188;23.7;12.3;8;1.5;231;61;1010
2005;3;60;18;74.2;12.2;2;79;81;23.1;12;8;1.3;250;60;1010
2005;3;60;19;81.4;0;0;1;1;22.3;11.8;8;1.2;251;64;1011
2005;3;60;20;88.3;0;0;0;0;21.4;13.8;8;0.8;216;81;1011
2005;3;60;21;95.5;0;0;0;0;20.7;13.5;7;0.7;266;85;1011
2005;3;60;22;104.2;0;0;0;0;19.9;12.6;7;0.8;289;85;1011
2005;3;60;23;116.2;0;0;0;0;19.1;11.6;7;0.9;232;85;1011
2005;3;60;24;135.6;0;0;0;0;18.3;10.9;7;0.9;208;86;1012
2005;3;61;1;-170.5;0;0;0;0;17.6;10.3;7;0.6;210;89;1012
2005;3;61;2;-149.3;0;0;0;0;16.7;8.9;7;1.5;179;86;1012
2005;3;61;3;-124.1;0;0;0;0;15.9;8.5;7;1.5;171;90;1012
2005;3;61;4;-109.3;0;0;0;0;15.5;8.2;7;1.9;152;91;1012
2005;3;61;5;-99.4;0;0;0;0;15.1;7.8;7;3.3;191;92;1013
2005;3;61;6;-91.6;0;0;0;0;14.8;6.6;7;3.3;161;87;1013
2005;3;61;7;-85;0;0;0;0;14.8;5.7;6;2.8;119;81;1013
2005;3;61;8;-77.6;6.8;9;47;56;15.5;5.8;6;5.7;43;77;1013
2005;3;61;9;-70;19.5;59;152;211;17.1;5.2;6;5.3;330;71;1013
2005;3;61;10;-60.2;31.5;82;249;331;18.6;6.1;7;3.3;58;67;1013
2005;3;61;11;-47.2;42.2;292;276;568;20.6;3.8;4;2.8;38;55;1014
2005;3;61;12;-29.2;50.5;271;345;615;22.1;4.4;5;2.8;96;48;1014
2005;3;61;13;-5.4;54.5;353;339;692;23.5;3.5;5;3.5;113;42;1014
2005;3;61;14;19.3;52.9;430;284;713;24.6;3.4;3;3;96;39;1014
2005;3;61;15;40.1;46.3;409;241;650;25.2;4.3;2;3;63;40;1014
2005;3;61;16;55.1;36.4;346;176;522;25.4;4.6;0;5;69;39;1014
2005;3;61;17;66;24.9;219;126;344;25.1;4.8;0;7.5;32;39;1014
2005;3;61;18;74.4;12.4;93;75;168;24.2;5.9;0;5.7;107;45;1013
2005;3;61;19;81.6;0;0;4;4;22.9;6;1;4.1;94;50;1013
2005;3;61;20;88.5;0;0;0;0;21.9;6.9;1;3.3;62;58;1013
2005;3;61;21;96.1;0;0;0;0;20.9;7;2;4.4;121;63;1013
2005;3;61;22;104.5;0;0;0;0;19.9;6.7;2;3.5;133;65;1013
2005;3;61;23;116.5;0;0;0;0;18.9;6.1;3;3;212;67;1013
2005;3;61;24;136.3;0;0;0;0;18;5.8;3;3.8;190;70;1013
2005;3;62;1;-171;0;0;0;0;17;5.1;4;3.5;170;71;1013
2005;3;62;2;-149.5;0;0;0;0;15.9;4.6;4;4.4;114;74;1013
2005;3;62;3;-124.4;0;0;0;0;14.9;4.6;5;4.4;145;80;1012
2005;3;62;4;-109.6;0;0;0;0;14.4;4.6;5;3.5;147;82;1012
2005;3;62;5;-100.1;0;0;0;0;13.8;3.8;5;3.3;214;80;1012
2005;3;62;6;-92.2;0;0;0;0;13.5;3.7;6;3.8;103;81;1012
2005;3;62;7;-85.2;0;0;0;0;13.4;4.1;6;4.1;75;83;1012
2005;3;62;8;-78.1;7;8;49;57;14.1;4;7;5;59;76;1012
2005;3;62;9;-70.2;19.7;39;153;192;15.3;3.5;7;5;155;70;1012
2005;3;62;10;-60.4;31.8;75;271;346;16.8;3.2;7;4.1;253;64;1012
2005;3;62;11;-47.4;42.6;103;348;451;18.2;2.9;7;2.8;297;56;1011
2005;3;62;12;-29.3;50.9;144;394;538;19.3;2;7;2.2;271;48;1011
2005;3;62;13;-5.4;54.9;145;422;568;20.2;2.4;7;2.8;244;46;1011
2005;3;62;14;19.5;53.3;136;395;531;20.7;3.1;7;2.4;188;45;1011
2005;3;62;15;40.3;46.5;97;362;460;21;3.7;7;2.6;214;45;1011
2005;3;62;16;55.3;36.7;58;280;337;20.9;5.3;8;3.5;134;49;1012
2005;3;62;17;66.2;25.1;11;184;195;20.4;5.9;8;3;36;50;1012
2005;3;62;18;74.6;12.6;0;68;68;19.5;6.6;8;2.8;351;51;1012
2005;3;62;19;82.2;0;0;1;1;18.7;6.7;7;2.8;351;56;1012
2005;3;62;20;89.2;0;0;0;0;17.7;5.9;6;3.8;9;59;1012
2005;3;62;21;96.4;0;0;0;0;16.7;5.1;6;4.1;27;62;1012
2005;3;62;22;105.2;0;0;0;0;15.7;4.6;6;4.1;360;67;1012
2005;3;62;23;117.2;0;0;0;0;14.6;3.9;5;4.7;19;71;1012
2005;3;62;24;137.1;0;0;0;0;13.6;2.5;4;3.8;347;72;1012
2005;3;63;1;-171.2;0;0;0;0;12.8;2.1;4;5.7;115;76;1012
2005;3;63;2;-150.1;0;0;0;0;12;1.2;4;4.4;111;79;1012
2005;3;63;3;-125;0;0;0;0;11.1;0.1;3;3.3;153;79;1012
2005;3;63;4;-110.2;0;0;0;0;10.7;-0.3;2;3.5;205;82;1013
2005;3;63;5;-100.3;0;0;0;0;10.2;-0.9;2;4.4;138;83;1013
2005;3;63;6;-92.4;0;0;0;0;9.9;-1.1;2;3.8;128;86;1013
2005;3;63;7;-85.4;0;0;0;0;9.9;-2;1;4.4;72;82;1013
2005;3;63;8;-78.3;7.2;40;51;90;10.9;-1.9;0;5;32;77;1013
2005;3;63;9;-70.4;20;213;79;292;12.9;-1.9;0;6.1;32;71;1013
2005;3;63;10;-60.5;32.1;449;79;527;15.3;-1.8;0;5.3;66;63;1013
2005;3;63;11;-47.5;42.9;551;171;722;17.7;-2.7;0;5.7;111;50;1013
2005;3;63;12;-29.4;51.2;442;270;713;19.1;-1.6;4;3.5;185;43;1013
2005;3;63;13;-5.3;55.3;469;314;783;20.3;-1.2;4;2.6;167;41;1013
2005;3;63;14;20;53.6;87;376;464;20.3;2.2;8;2.6;172;41;1013
2005;3;63;15;40.5;46.8;20;328;348;19.8;3.3;8;2.6;56;43;1013
2005;3;63;16;55.5;36.9;25;263;288;19.2;3;8;2.4;44;45;1013
2005;3;63;17;66.5;25.2;150;168;319;18.8;0.6;5;1.9;43;46;1013
2005;3;63;18;75.2;12.7;55;76;131;17.9;2.4;5;1.5;82;52;1013
2005;3;63;19;82.4;0;0;4;4;16.6;2.2;5;1.3;51;57;1013
2005;3;63;20;89.4;0;0;0;0;15.9;3.3;5;0.8;122;65;1013
2005;3;63;21;96.6;0;0;0;0;15.2;3.6;6;1.1;255;70;1013
2005;3;63;22;105.5;0;0;0;0;14.6;4.2;6;1.8;296;78;1013
2005;3;63;23;117.6;0;0;0;0;13.9;3.1;6;2.2;301;75;1013
2005;3;63;24;137.4;0;0;0;0;13.2;2.8;6;2.1;268;77;1013
2005;3;64;1;-171.4;0;0;0;0;12.7;2.9;6;1.3;242;81;1013
2005;3;64;2;-150.3;0;0;0;0;12.2;2.7;7;1.3;294;82;1013
2005;3;64;3;-125.3;0;0;0;0;11.8;2.2;7;1.3;323;81;1013
2005;3;64;4;-110.5;0;0;0;0;11.5;2.5;7;1.9;317;84;1013
2005;3;64;5;-100.5;0;0;0;0;11.3;1.9;7;1.3;241;81;1013
2005;3;64;6;-93;0;0;0;0;11.1;1.8;7;1.1;298;81;1013
2005;3;64;7;-85.6;0;0;0;0;11.1;1.9;8;1.9;248;81;1013
2005;3;64;8;-78.5;7.5;4;46;50;11.8;2.9;8;1.3;208;81;1013
2005;3;64;9;-70.6;20.2;0;70;70;12.3;4.9;8;1.3;240;79;1013
2005;3;64;10;-61.1;32.4;2;186;188;13.3;3.8;8;1;223;73;1013
2005;3;64;11;-48.1;43.2;15;242;256;14.3;4.4;8;0.9;224;71;1013
2005;3;64;12;-29.5;51.6;244;375;619;16.7;1.7;6;0.9;172;63;1013
2005;3;64;13;-5.3;55.7;36;333;369;17.4;5.6;8;0.7;222;63;1013
2005;3;64;14;20.2;54;260;389;648;18.8;2.2;6;0.4;288;55;1012
2005;3;64;15;41.2;47.1;630;207;837;20.4;0.4;0;0.7;327;53;1012
2005;3;64;16;56.2;37.1;537;89;627;21.2;2;0;1;329;52;1012
2005;3;64;17;67.1;25.4;353;83;436;21.3;2.1;0;1.2;309;51;1012
2005;3;64;18;75.4;12.9;129;61;190;20.7;3.2;0;1;290;52;1012
2005;3;64;19;83;0;0;5;5;19.5;2.6;1;1;259;54;1012
2005;3;64;20;90;0;0;0;0;19.1;4.8;2;1.6;244;65;1011
2005;3;64;21;97.2;0;0;0;0;18.7;6.2;2;2.4;224;73;1011
2005;3;64;22;106.1;0;0;0;0;18.4;6.3;2;2.2;241;73;1011
2005;3;64;23;118.3;0;0;0;0;18;6.7;3;3.5;315;76;1011
2005;3;64;24;138.2;0;0;0;0;17.6;7;4;6.1;328;79;1011
2005;3;65;1;-171.5;0;0;0;0;17.2;6.8;4;4.1;343;78;1011
2005;3;65;2;-150.5;0;0;0;0;16.7;6.8;4;3;334;79;1011
2005;3;65;3;-125.6;0;0;0;0;16.3;7;5;2.6;318;81;1010
2005;3;65;4;-111.1;0;0;0;0;16.1;6.8;6;2.2;308;79;1010
2005;3;65;5;-101.1;0;0;0;0;15.8;6.7;6;2.6;334;78;1010
2005;3;65;6;-93.2;0;0;0;0;15.7;8.4;6;2.2;288;88;1010
2005;3;65;7;-86.2;0;0;0;0;15.7;9;7;3.5;253;90;1010
2005;3;65;8;-79.1;7.7;0;43;43;16.1;10.7;8;3.3;239;96;1010
2005;3;65;9;-71.2;20.5;1;123;124;17.1;11.3;8;2.8;169;95;1009
2005;3;65;10;-61.3;32.6;6;203;209;18.1;10.3;8;2.1;209;81;1009
2005;3;65;11;-48.3;43.5;13;288;300;19.1;10.7;8;3.3;221;80;1009
2005;3;65;12;-30.1;52;19;322;341;19.9;11.7;8;4.1;171;81;1009
2005;3;65;13;-5.3;56.1;17;352;369;20.5;12.3;8;5.3;73;81;1009
2005;3;65;14;20.4;54.3;24;370;394;21;12.5;8;6.1;138;81;1009
2005;3;65;15;41.4;47.4;26;351;377;21.5;11.2;8;7.5;134;71;1009
2005;3;65;16;56.4;37.3;42;275;317;21.7;10.7;8;7;129;68;1009
2005;3;65;17;67.3;25.6;47;194;241;21.7;10.4;7;4.7;25;68;1009
2005;3;65;18;76;13;0;60;60;21;12.7;7;4.1;77;70;1008
2005;3;65;19;83.2;0;0;1;1;20.3;12.1;7;3.8;150;71;1008
2005;3;65;20;90.2;0;0;0;0;19.8;11.6;7;2.8;134;71;1008
2005;3;65;21;97.5;0;0;0;0;19.4;10.9;7;4.1;118;70;1008
2005;3;65;22;106.4;0;0;0;0;18.7;12.6;8;3.5;154;85;1008
2005;3;65;23;119;0;0;0;0;17.5;11.4;8;4.7;178;85;1008
2005;3;65;24;138.5;0;0;0;0;17.7;11.6;8;3.8;130;85;1008
2005;3;66;1;-172.1;0;0;0;0;17.5;11.7;8;3.5;132;87;1008
2005;3;66;2;-151;0;0;0;0;16.7;11.6;8;3.8;107;93;1008
2005;3;66;3;-126.2;0;0;0;0;15.5;11;8;5.3;142;99;1008
2005;3;66;4;-111.4;0;0;0;0;14.6;10;8;2.8;187;99;1008
2005;3;66;5;-101.3;0;0;0;0;15.5;11;8;4.1;248;98;1008
2005;3;66;6;-93.4;0;0;0;0;15.6;11.1;8;4.1;234;98;1008
2005;3;66;7;-86.4;0;0;0;0;16.3;11.3;8;1.6;245;93;1008
2005;3;66;8;-79.3;7.9;0;32;32;16.7;10.9;8;1.1;271;87;1007
2005;3;66;9;-71.4;20.8;0;103;103;17.1;10.7;8;1.1;295;86;1007
2005;3;66;10;-61.5;32.9;1;171;172;18.2;10.9;8;1.8;304;81;1007
2005;3;66;11;-48.5;43.8;6;238;244;18.5;11.6;8;3.3;319;85;1007
2005;3;66;12;-30.2;52.3;9;264;272;19.5;12.1;8;4.1;283;81;1007
2005;3;66;13;-5.3;56.5;10;280;290;19.9;12.6;8;3.5;300;81;1007
2005;3;66;14;20.5;54.7;9;269;278;20.2;13.6;8;3.5;296;85;1008
2005;3;66;15;42.1;47.7;6;247;254;20.3;13.6;8;3.3;319;85;1008
2005;3;66;16;57.1;37.5;3;199;202;20.6;13.5;8;2.6;320;81;1008
2005;3;66;17;67.6;25.8;0;130;130;20.5;13.6;8;4.1;326;81;1009
2005;3;66;18;76.3;13.2;0;58;58;20.1;13.6;8;4.7;302;81;1009
2005;3;66;19;83.5;0.1;0;2;2;19.6;12.7;7;8.9;302;81;1010
2005;3;66;20;90.5;0;0;0;0;18.8;11.6;6;8.1;305;81;1010
2005;3;66;21;98.1;0;0;0;0;18.1;10.4;6;8.9;332;81;1010
2005;3;66;22;107.1;0;0;0;0;17.3;9.1;6;5.7;334;81;1011
2005;3;66;23;119.3;0;0;0;0;16.4;7.8;5;5.7;324;81;1011
2005;3;66;24;139.3;0;0;0;0;15.4;6.4;4;5.3;273;81;1012
2005;3;67;1;-172.3;0;0;0;0;14;5;4;7;228;85;1012
2005;3;67;2;-151.2;0;0;0;0;12.1;3.6;4;5.7;277;93;1012
2005;3;67;3;-126.5;0;0;0;0;10.3;1.8;3;5;268;98;1013
2005;3;67;4;-112;0;0;0;0;9.2;0.2;2;4.1;242;98;1013
2005;3;67;5;-101.6;0;0;0;0;8.2;-1.4;2;3.3;242;98;1014
2005;3;67;6;-94;0;0;0;0;7.5;-2.6;2;1.8;188;98;1014
2005;3;67;7;-86.6;0;0;0;0;7.2;-3.2;1;1.8;158;98;1014
2005;3;67;8;-79.5;8.2;62;44;106;8.1;-2.5;0;1.5;111;98;1015
2005;3;67;9;-71.5;21;269;57;326;9.7;-2.2;0;1.8;200;96;1015
2005;3;67;10;-62.1;33.2;471;70;541;11.5;-2;0;1.3;222;88;1016
2005;3;67;11;-49.1;44.2;624;94;718;13.2;-2.7;0;1.3;260;73;1016
2005;3;67;12;-30.3;52.7;714;119;834;14.7;-2.5;0;1.5;164;66;1016
2005;3;67;13;-5.3;56.9;752;131;884;15.8;-2;0;2.8;180;62;1017
2005;3;67;14;21.1;55;747;120;867;16.6;-2.7;0;1.9;248;55;1017
2005;3;67;15;42.3;47.9;669;104;773;16.9;-2.3;0;2.2;242;54;1017
2005;3;67;16;57.3;37.8;553;73;625;16.8;-2.8;0;2.2;159;52;1017
2005;3;67;17;68.2;26;371;53;423;16.2;-2.4;0;2.2;215;55;1017
2005;3;67;18;76.5;13.3;151;45;195;14.9;-1.5;0;4.7;208;60;1017
2005;3;67;19;84.1;0.3;0;5;5;13.3;-2;0;3.8;251;66;1016
2005;3;67;20;91.1;0;0;0;0;12.1;-2.3;0;4.1;186;72;1016
2005;3;67;21;98.4;0;0;0;0;10.8;-3.2;0;6.5;99;75;1016
2005;3;67;22;107.4;0;0;0;0;9.6;-3.2;1;5;54;83;1016
2005;3;67;23;120.1;0;0;0;0;8.3;-4.7;1;7.5;162;83;1016
2005;3;67;24;140;0;0;0;0;7.1;-5.2;1;8.5;208;89;1016
2005;3;68;1;-172.4;0;0;0;0;6.9;-5.5;1;7;145;88;1016
2005;3;68;2;-151.3;0;0;0;0;6.6;-5.8;1;6.5;31;86;1016
2005;3;68;3;-127.1;0;0;0;0;6.4;-6.8;1;6.5;13;81;1016
2005;3;68;4;-112.2;0;0;0;0;6.3;-6.9;1;5;147;81;1016
2005;3;68;5;-102.2;0;0;0;0;6.2;-6.4;1;5.3;133;84;1016
2005;3;68;6;-94.2;0;0;0;0;6.1;-6.8;1;3.5;156;82;1016
2005;3;68;7;-87.2;0;0;0;0;6.1;-6.6;2;2.4;167;82;1016
2005;3;68;8;-80.1;8.4;55;44;99;7.4;-4.7;2;2.4;80;83;1016
2005;3;68;9;-72.1;21.3;210;87;297;9.7;-5.3;2;2.8;68;71;1016
2005;3;68;10;-62.3;33.5;313;167;480;12.1;-4.3;3;1.6;100;64;1016
2005;3;68;11;-49.2;44.5;407;224;631;14.4;-4.6;4;1.1;95;51;1015
2005;3;68;12;-30.4;53.1;510;247;758;16.5;-5.2;3;2.6;84;42;1015
2005;3;68;13;-5.2;57.3;547;252;799;18.1;-4.9;3;2.8;166;37;1015
2005;3;68;14;21.3;55.4;497;261;758;19.1;-4.1;4;2.6;98;35;1015
2005;3;68;15;42.6;48.2;444;242;686;19.7;-3;4;2.6;178;37;1015
2005;3;68;16;57.6;38;396;164;559;19.8;-3.2;3;2.8;146;36;1015
2005;3;68;17;68.4;26.1;282;101;384;19.3;-2.4;1;3.5;134;38;1014
2005;3;68;18;77.1;13.5;129;52;181;18.2;-1.1;2;4.7;96;44;1014
2005;3;68;19;84.3;0.4;0;5;5;16.5;-0.7;2;3;13;52;1014
2005;3;68;20;91.3;0;0;0;0;15.8;0.9;3;2.8;125;61;1014
2005;3;68;21;99;0;0;0;0;15.1;0.5;3;4.4;75;62;1014
2005;3;68;22;108.1;0;0;0;0;14.5;0;3;5.3;147;62;1013
2005;3;68;23;120.4;0;0;0;0;13.8;-1.1;4;4.1;109;59;1013
2005;3;68;24;140.4;0;0;0;0;13.1;-1.6;4;4.4;119;59;1013
2005;3;69;1;-172.6;0;0;0;0;12.5;-2.5;5;4.1;120;57;1013
2005;3;69;2;-151.5;0;0;0;0;11.9;-2.5;5;3.5;63;59;1012
2005;3;69;3;-127.4;0;0;0;0;11.2;-1.2;5;3.8;138;68;1012
2005;3;69;4;-112.5;0;0;0;0;10.9;-1.5;6;2.4;96;67;1012
2005;3;69;5;-102.4;0;0;0;0;10.5;-1.5;6;2.4;94;68;1012
2005;3;69;6;-94.4;0;0;0;0;10.3;-0.3;7;3.3;167;75;1012
2005;3;69;7;-87.3;0;0;0;0;10.3;0.3;7;4.4;235;77;1011
2005;3;69;8;-80.3;8.7;2;54;56;10.9;1;8;2.1;170;75;1011
2005;3;69;9;-72.3;21.5;13;155;168;12.1;0.7;8;1.5;96;70;1011
2005;3;69;10;-62.5;33.8;15;252;267;13.3;-0.4;8;1.5;52;58;1011
2005;3;69;11;-49.4;44.8;68;340;408;14.7;-0.4;8;1.8;111;55;1010
2005;3;69;12;-30.5;53.5;73;395;468;15.9;-0.1;8;1.9;102;51;1010
2005;3;69;13;-5.2;57.7;102;416;518;16.9;0.6;8;2.1;125;50;1010
2005;3;69;14;21.5;55.7;76;396;472;17.5;2.5;8;3.3;85;53;1010
2005;3;69;15;43.2;48.5;68;364;432;17.9;2.4;8;4.1;15;52;1010
2005;3;69;16;58.2;38.2;23;288;310;17.8;3.6;8;6.5;46;54;1010
2005;3;69;17;69.1;26.3;11;190;201;17.4;4.1;8;5;51;56;1011
2005;3;69;18;77.3;13.6;1;84;85;16.5;7.4;8;4.7;132;73;1011
2005;3;69;19;84.5;0.5;0;2;2;15.5;7.1;8;4.1;192;81;1011
2005;3;69;20;91.6;0;0;0;0;15;6.5;8;4.4;187;81;1011
2005;3;69;21;99.3;0;0;0;0;14.3;6.1;8;3;173;86;1011
2005;3;69;22;108.3;0;0;0;0;14.2;6.2;7;2.4;185;89;1011
2005;3;69;23;121.1;0;0;0;0;13.7;5.7;7;2.1;203;90;1011
2005;3;69;24;141.1;0;0;0;0;13.2;5.3;7;1.3;178;94;1012
2005;3;70;1;-173.1;0;0;0;0;12.9;4.9;7;1.2;114;94;1012
2005;3;70;2;-152;0;0;0;0;12.6;4.8;7;1.5;2;98;1012
2005;3;70;3;-128;0;0;0;0;12.4;4.1;7;1.2;20;96;1012
2005;3;70;4;-113.1;0;0;0;0;12.2;3.9;7;1;70;98;1012
2005;3;70;5;-103;0;0;0;0;12.1;3.6;7;1;46;98;1012
2005;3;70;6;-95;0;0;0;0;12;3.3;7;1;60;98;1012
2005;3;70;7;-87.5;0;0;0;0;12;3.1;7;1;37;98;1013
2005;3;70;8;-80.5;8.9;35;69;105;13.5;3.1;6;1.5;9;87;1013
2005;3;70;9;-72.5;21.8;84;160;244;15.2;4.1;6;0.7;49;79;1013
2005;3;70;10;-63.1;34.1;94;271;364;17;3.9;7;0.6;78;66;1013
2005;3;70;11;-50;45.2;339;275;614;19.2;2.9;5;0.3;127;59;1013
2005;3;70;12;-31.1;53.8;523;261;784;21.4;2.4;3;0.5;101;50;1013
2005;3;70;13;-5.2;58.1;467;316;783;22.9;3.4;4;0.2;165;46;1013
2005;3;70;14;22.1;56.1;233;403;636;23.6;4.5;6;0.2;99;42;1013
2005;3;70;15;43.5;48.8;142;382;524;23.9;5.2;7;0.1;173;41;1013
2005;3;70;16;58.5;38.4;88;292;380;23.6;6;7;0.3;180;42;1013
2005;3;70;17;69.3;26.5;137;191;328;23.2;4.8;6;0.1;154;44;1013
2005;3;70;18;77.6;13.7;6;87;94;22;7.5;5;0.4;113;47;1013
2005;3;70;19;85.2;0.6;0;3;3;20.7;6.5;5;0.1;174;50;1013
2005;3;70;20;92.2;0;0;0;0;19.9;7.1;5;0.3;99;57;1013
2005;3;70;21;99.5;0;0;0;0;19.1;6.4;4;0.4;128;59;1013
2005;3;70;22;109;0;0;0;0;18.4;5.9;4;0.4;136;62;1013
2005;3;70;23;121.4;0;0;0;0;17.5;4.9;4;0.6;30;63;1013
2005;3;70;24;141.4;0;0;0;0;16.7;3.7;3;0.7;359;64;1013
2005;3;71;1;-173.3;0;0;0;0;15.7;3.8;3;0.6;73;71;1013
2005;3;71;2;-152.2;0;0;0;0;14.7;2.5;3;0.5;68;72;1013
